DTXSID,PREFERRED NAME,CASRN,INCHIKEY,IUPAC NAME,SMILES,INCHI STRING,MOLECULAR FORMULA,AVERAGE MASS,MONOISOTOPIC MASS,QC Level,# ToxCast Active,Total Assays,% ToxCast Active
https://comptox.epa.gov/dashboard/chemical/details/DTXSID001047502,Sodium ethoxyacetylide,73506-39-5,YXVYMYUEVYBUHO-UHFFFAOYSA-N,,[Na+].CCOC#[C-],"InChI=1S/C4H5O.Na/c1-3-5-4-2;/h3H2,1H3;/q-1;+1
",C4H5NaO,92.073,92.023809,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID001047564,Triethylene glycol dipropionate,141-34-4,AWKXKNCCQLNZDB-UHFFFAOYSA-N,,CCC(=O)OCCOCCOCCOC(=O)CC,"InChI=1S/C12H22O6/c1-3-11(13)17-9-7-15-5-6-16-8-10-18-12(14)4-2/h3-10H2,1-2H3
",C12H22O6,262.302,262.141638,4, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID001047683,Sodium Arachidonate,6610-25-9,DDMGAAYEUNWXSI-XVSDJDOKSA-M,,[Na+].CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC([O-])=O,"InChI=1S/C20H32O2.Na/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22;/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22);/q;+1/p-1/b7-6-,10-9-,13-12-,16-15-;
",C20H31NaO2,326.456,326.222175,3, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0020024,Acrolein diethylacetal,3054-95-3,MCIPQLOKVXSHTD-UHFFFAOYSA-N,"3,3-Diethoxyprop-1-ene",CCOC(OCC)C=C,"InChI=1S/C7H14O2/c1-4-7(8-5-2)9-6-3/h4,7H,1,5-6H2,2-3H3
",C7H14O2,130.187,130.099380,1,0/234,234,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021759,2-Methyl-1-propanol,78-83-1,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-Methylpropan-1-ol,CC(C)CO,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3
",C4H10O,74.123,74.073165,1,1/327,327,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0021888,2-Pentanone,107-87-9,XNLICIUVMPYHGG-UHFFFAOYSA-N,Pentan-2-one,CCCC(C)=O,"InChI=1S/C5H10O/c1-3-4-5(2)6/h3-4H2,1-2H3
",C5H10O,86.134,86.073165,1,3/349,349,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0022149,Butyl phenyl ether,1126-79-0,YFNONBGXNFCTMM-UHFFFAOYSA-N,Butoxybenzene,CCCCOC1=CC=CC=C1,"InChI=1S/C10H14O/c1-2-3-9-11-10-7-5-4-6-8-10/h4-8H,2-3,9H2,1H3
",C10H14O,150.221,150.104465,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0026967,Diethylene glycol dibenzoate,120-55-8,NXQMCAOPTPLPRL-UHFFFAOYSA-N,"Oxydi(ethane-2,1-diyl) dibenzoate",O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,"InChI=1S/C18H18O5/c19-17(15-7-3-1-4-8-15)22-13-11-21-12-14-23-18(20)16-9-5-2-6-10-16/h1-10H,11-14H2
",C18H18O5,314.337,314.115424,1,21/601,601,3
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0027309,Ethyl 3-ethoxypropionate,763-69-9,BHXIWUJLHYHGSJ-UHFFFAOYSA-N,Ethyl 3-ethoxypropanoate,CCOCCC(=O)OCC,"InChI=1S/C7H14O3/c1-3-9-6-5-7(8)10-4-2/h3-6H2,1-2H3
",C7H14O3,146.186,146.094294,1,0/234,234,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0051570,2-Chloroethyl vinyl ether,110-75-8,DNJRKFKAFWSXSE-UHFFFAOYSA-N,(2-Chloroethoxy)ethene,ClCCOC=C,"InChI=1S/C4H7ClO/c1-2-6-4-3-5/h2H,1,3-4H2
",C4H7ClO,106.55,106.018542,1,1/203,203,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0051861,3-Ethoxypropanenitrile,2141-62-0,DCWQZPJHHVLHSV-UHFFFAOYSA-N,3-Ethoxypropanenitrile,CCOCCC#N,"InChI=1S/C5H9NO/c1-2-7-5-3-4-6/h2-3,5H2,1H3
",C5H9NO,99.133,99.068414,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0059295,"Benzene, 1,4-dibutoxy-",104-36-9,ZROGCHDPRZRKTI-UHFFFAOYSA-N,"1,4-Dibutoxybenzene",CCCCOC1=CC=C(OCCCC)C=C1,"InChI=1S/C14H22O2/c1-3-5-11-15-13-7-9-14(10-8-13)16-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3
",C14H22O2,222.328,222.161980,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0061292,"Propane, 2-(ethenyloxy)-",926-65-8,GNUGVECARVKIPH-UHFFFAOYSA-N,2-(Ethenyloxy)propane,CC(C)OC=C,"InChI=1S/C5H10O/c1-4-6-5(2)3/h4-5H,1H2,2-3H3
",C5H10O,86.134,86.073165,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0064385,"Ethane, 1-bromo-2-methoxy-",6482-24-2,YZUPZGFPHUVJKC-UHFFFAOYSA-N,1-Bromo-2-methoxyethane,COCCBr,"InChI=1S/C3H7BrO/c1-5-3-2-4/h2-3H2,1H3
",C3H7BrO,138.992,137.968028,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0067688,"Benzene, 1-ethoxy-4-isocyanato-",32459-62-4,FMYVTFRADSNGDN-UHFFFAOYSA-N,1-Ethoxy-4-isocyanatobenzene,CCOC1=CC=C(C=C1)N=C=O,"InChI=1S/C9H9NO2/c1-2-12-9-5-3-8(4-6-9)10-7-11/h3-6H,2H2,1H3
",C9H9NO2,163.176,163.063329,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID0074714,"1,4-Dioxene",543-75-9,HIZVCIIORGCREW-UHFFFAOYSA-N,"2,3-Dihydro-1,4-dioxine",C1COC=CO1,"InChI=1S/C4H6O2/c1-2-6-4-3-5-1/h1-2H,3-4H2
",C4H6O2,86.09,86.036779,1, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10174463,"1,3-Diethoxybenzene",2049-73-2,MKGFYMKFBCWNCP-UHFFFAOYSA-N,"1,3-Diethoxybenzene",CCOC1=CC(OCC)=CC=C1,"InChI=1S/C10H14O2/c1-3-11-9-6-5-7-10(8-9)12-4-2/h5-8H,3-4H2,1-2H3
",C10H14O2,166.22,166.099380,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID10183191,"1,4-Dioxin",290-67-5,KVGZZAHHUNAVKZ-UHFFFAOYSA-N,"1,4-Dioxine",O1C=COC=C1,"InChI=1S/C4H4O2/c1-2-6-4-3-5-1/h1-4H
",C4H4O2,84.074,84.021129,2, 
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020647,Furfural,98-01-1,HYBBIBNJHNGZAN-UHFFFAOYSA-N,Furan-2-carbaldehyde,O=CC1=CC=CO1,"InChI=1S/C5H4O2/c6-4-5-2-1-3-7-5/h1-4H
",C5H4O2,96.085,96.021129,1,10/586,586,2
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1020778,D-Limonene,5989-27-5,XMGQYMWWDOXHJM-JTQLQIEISA-N,(4R)-1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,CC(=C)[C@@H]1CCC(C)=CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m0/s1
",C10H16,136.238,136.125201,1,1/322,322,0
https://comptox.epa.gov/dashboard/chemical/details/DTXSID1021619,3-Methylbutanal,590-86-3,YGHRJJRRZDOVPD-UHFFFAOYSA-N,3-Methylbutanal,CC(C)CC=O,"InChI=1S/C5H10O/c1-5(2)3-4-6/h4-5H,3H2,1-2H3
",C5H10O,86.134,86.073165,1,0/234,234,0
